MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20171010,IA,58.80,41.20,23.97,1.98,0.00,0.00,2017-10-10,2017-10-16,1
20171003,IA,43.48,56.52,34.72,8.70,3.20,0.00,2017-10-03,2017-10-09,1
20170926,IA,42.60,57.40,30.12,6.64,2.24,0.00,2017-09-26,2017-10-02,1
20170919,IA,32.24,67.76,36.95,11.11,3.70,0.00,2017-09-19,2017-09-25,1
20170912,IA,29.33,70.67,33.17,10.62,3.34,0.00,2017-09-12,2017-09-18,1
20170905,IA,50.32,49.68,28.15,9.96,2.26,0.00,2017-09-05,2017-09-11,1
20170829,IA,51.85,48.15,27.62,9.55,2.27,0.00,2017-08-29,2017-09-04,1
20170822,IA,44.31,55.69,33.74,10.17,2.27,0.00,2017-08-22,2017-08-28,1
20170815,IA,29.16,70.84,44.63,13.82,2.51,0.00,2017-08-15,2017-08-21,1
20170808,IA,28.53,71.47,40.42,12.49,0.00,0.00,2017-08-08,2017-08-14,1
20170801,IA,33.00,67.00,36.19,7.05,0.00,0.00,2017-08-01,2017-08-07,1
20170725,IA,35.99,64.01,34.74,1.66,0.00,0.00,2017-07-25,2017-07-31,1
20170718,IA,41.63,58.37,22.24,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,IA,52.49,47.51,16.24,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,IA,49.40,50.60,8.90,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,IA,54.96,45.04,1.29,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,IA,57.43,42.57,1.29,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,IA,61.56,38.44,0.34,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,IA,98.66,1.34,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,IA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,IA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,IA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,IA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,IA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,IA,95.36,4.64,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,IA,95.36,4.64,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,IA,95.36,4.64,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,IA,88.35,11.65,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,IA,82.34,17.66,5.67,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,IA,81.98,18.02,5.67,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,IA,82.34,17.66,5.67,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,IA,82.32,17.68,5.67,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,IA,86.23,13.77,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,IA,86.23,13.77,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,IA,88.19,11.81,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,IA,88.19,11.81,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,IA,88.19,11.81,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,IA,87.35,12.65,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,IA,87.49,12.51,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,IA,86.11,13.89,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,IA,86.11,13.89,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,IA,86.11,13.89,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,ID,99.97,0.03,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,ID,99.84,0.16,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,ID,99.87,0.13,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,ID,99.87,0.13,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,ID,99.87,0.13,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,ID,97.72,2.28,0.12,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,ID,78.85,21.15,0.12,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,ID,78.77,21.23,0.12,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,ID,62.02,37.98,1.30,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,ID,62.02,37.98,1.30,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,ID,36.78,63.22,13.02,1.18,0.00,0.00,2017-10-17,2017-10-23,1
20171010,ID,36.69,63.31,16.28,1.18,0.00,0.00,2017-10-10,2017-10-16,1
20171003,ID,36.69,63.31,16.28,1.18,0.00,0.00,2017-10-03,2017-10-09,1
20170926,ID,35.98,64.02,16.90,1.23,0.00,0.00,2017-09-26,2017-10-02,1
20170919,ID,10.54,89.46,22.98,3.51,0.00,0.00,2017-09-19,2017-09-25,1
20170912,ID,9.96,90.04,22.99,3.51,0.00,0.00,2017-09-12,2017-09-18,1
20170905,ID,9.96,90.04,19.47,2.99,0.00,0.00,2017-09-05,2017-09-11,1
20170829,ID,43.48,56.52,17.28,0.80,0.00,0.00,2017-08-29,2017-09-04,1
20170822,ID,55.44,44.56,17.28,0.80,0.00,0.00,2017-08-22,2017-08-28,1
20170815,ID,55.44,44.56,4.07,0.80,0.00,0.00,2017-08-15,2017-08-21,1
20170808,ID,73.62,26.38,1.14,0.01,0.00,0.00,2017-08-08,2017-08-14,1
20170801,ID,79.17,20.83,1.14,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,ID,83.33,16.67,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,ID,88.79,11.21,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,ID,99.99,0.01,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,ID,99.33,0.67,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,ID,98.13,1.87,0.04,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,ID,98.13,1.87,0.04,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,ID,98.13,1.87,0.04,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,ID,98.13,1.87,0.04,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,ID,98.13,1.87,0.04,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,ID,98.13,1.87,0.04,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,ID,98.13,1.87,0.04,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,ID,89.98,10.02,0.04,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,ID,89.98,10.02,0.04,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,IL,51.40,48.60,16.19,1.18,0.00,0.00,2017-12-26,2018-01-01,1
20171219,IL,47.20,52.80,15.25,1.18,0.00,0.00,2017-12-19,2017-12-25,1
20171212,IL,64.63,35.37,4.06,1.18,0.00,0.00,2017-12-12,2017-12-18,1
20171205,IL,72.34,27.66,4.06,1.18,0.00,0.00,2017-12-05,2017-12-11,1
20171128,IL,76.51,23.49,4.06,0.65,0.00,0.00,2017-11-28,2017-12-04,1
20171121,IL,76.51,23.49,4.06,0.65,0.00,0.00,2017-11-21,2017-11-27,1
20171114,IL,68.20,31.80,4.22,0.65,0.00,0.00,2017-11-14,2017-11-20,1
20171107,IL,69.92,30.08,3.50,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,IL,64.79,35.21,3.50,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,IL,55.31,44.69,4.84,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,IL,50.18,49.82,5.13,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,IL,11.00,89.00,13.24,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,IL,6.43,93.57,13.27,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,IL,7.40,92.60,12.84,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,IL,8.65,91.35,11.23,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,IL,9.38,90.62,6.29,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,IL,64.46,35.54,6.26,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,IL,64.54,35.46,6.26,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,IL,59.24,40.76,6.26,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,IL,81.45,18.55,1.18,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,IL,81.77,18.23,1.18,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,IL,81.73,18.27,1.18,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,IL,63.18,36.82,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,IL,57.53,42.47,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,IL,83.84,16.16,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,IL,82.48,17.52,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,IL,86.53,13.47,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,IL,86.53,13.47,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,IL,45.39,54.61,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,IL,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,IL,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,IL,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,IL,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,IL,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,IL,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,IL,89.24,10.76,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,IL,87.57,12.43,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,IL,87.57,12.43,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,IL,62.39,37.61,6.05,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,IL,45.91,54.09,17.07,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,IL,45.91,54.09,17.07,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,IL,45.91,54.09,17.07,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,IL,45.92,54.08,17.07,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,IL,48.87,51.13,2.89,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,IL,49.09,50.91,2.89,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,IL,86.36,13.64,2.89,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,IL,86.36,13.64,1.63,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,IL,86.36,13.64,1.63,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,IL,77.10,22.90,4.62,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,IL,71.69,28.31,4.62,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,IL,65.10,34.90,6.53,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,IL,65.10,34.90,6.50,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,IL,65.10,34.90,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,IN,94.24,5.76,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,IN,93.05,6.95,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,IN,95.29,4.71,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,IN,95.29,4.71,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,IN,95.98,4.02,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,IN,95.98,4.02,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,IN,93.13,6.87,1.67,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,IN,92.97,7.03,1.67,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,IN,83.52,16.48,1.88,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,IN,75.40,24.60,4.60,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,IN,71.70,28.30,8.43,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,IN,61.63,38.37,8.43,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,IN,61.61,38.39,8.46,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,IN,61.95,38.05,8.46,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,IN,66.26,33.74,8.43,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,IN,74.21,25.79,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,IN,87.34,12.66,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,IN,87.34,12.66,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,IN,87.34,12.66,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,IN,89.51,10.49,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,IN,98.18,1.82,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,IN,98.18,1.82,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,IN,96.60,3.40,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,IN,96.36,3.64,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,IN,96.39,3.61,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,IN,96.76,3.24,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,IN,92.01,7.99,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,IN,92.01,7.99,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,IN,67.57,32.43,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,IN,89.56,10.44,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,IN,89.39,10.61,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,IN,89.39,10.61,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,IN,96.03,3.97,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,IN,96.03,3.97,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,IN,96.03,3.97,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,IN,96.03,3.97,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,IN,96.05,3.95,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,IN,47.55,52.45,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,IN,89.96,10.04,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,IN,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,IN,78.04,21.96,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,IN,76.19,23.81,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,IN,75.40,24.60,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,KS,0.00,100.00,32.70,8.63,0.00,0.00,2017-12-26,2018-01-01,1
20171219,KS,0.00,100.00,20.58,1.85,0.00,0.00,2017-12-19,2017-12-25,1
20171212,KS,0.89,99.11,20.58,1.85,0.00,0.00,2017-12-12,2017-12-18,1
20171205,KS,36.63,63.37,15.72,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,KS,52.88,47.12,15.33,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,KS,65.88,34.12,1.38,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,KS,82.22,17.78,1.07,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,KS,85.80,14.20,0.64,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,KS,85.96,14.04,0.64,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,KS,85.96,14.04,0.64,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,KS,83.31,16.69,0.64,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,KS,72.10,27.90,1.49,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,KS,59.19,40.81,10.08,1.35,0.00,0.00,2017-10-03,2017-10-09,1
20170926,KS,59.89,40.11,10.08,1.35,0.00,0.00,2017-09-26,2017-10-02,1
20170919,KS,38.20,61.80,20.49,1.61,0.00,0.00,2017-09-19,2017-09-25,1
20170912,KS,46.12,53.88,17.20,0.65,0.00,0.00,2017-09-12,2017-09-18,1
20170905,KS,67.06,32.94,16.69,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,KS,62.50,37.50,19.90,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,KS,63.49,36.51,18.52,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,KS,63.16,36.84,13.87,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,KS,56.09,43.91,13.87,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,KS,50.42,49.58,4.83,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,KS,49.39,50.61,4.83,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,KS,60.28,39.72,5.30,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,KS,84.26,15.74,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,KS,84.33,15.67,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,KS,83.07,16.93,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,KS,98.90,1.10,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,KS,91.68,8.32,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,KS,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,KS,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,KS,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,KS,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,KS,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,KS,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,KS,88.39,11.61,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,KS,54.04,45.96,0.30,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,KS,49.35,50.65,8.55,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,KS,54.28,45.72,10.41,0.53,0.00,0.00,2017-04-04,2017-04-10,1
20170328,KS,9.58,90.42,42.82,9.01,0.57,0.00,2017-03-28,2017-04-03,1
20170321,KS,3.00,97.00,47.87,9.01,0.57,0.00,2017-03-21,2017-03-27,1
20170314,KS,31.83,68.17,39.34,9.01,0.57,0.00,2017-03-14,2017-03-20,1
20170307,KS,31.83,68.17,39.34,9.01,0.57,0.00,2017-03-07,2017-03-13,1
20170228,KS,34.23,65.77,37.34,6.68,0.00,0.00,2017-02-28,2017-03-06,1
20170221,KS,34.23,65.77,26.20,6.68,0.00,0.00,2017-02-21,2017-02-27,1
20170214,KS,35.09,64.91,26.20,6.68,0.00,0.00,2017-02-14,2017-02-20,1
20170207,KS,35.09,64.91,26.02,6.68,0.00,0.00,2017-02-07,2017-02-13,1
20170131,KS,35.09,64.91,26.02,6.68,0.00,0.00,2017-01-31,2017-02-06,1
20170124,KS,35.09,64.91,26.03,6.68,0.00,0.00,2017-01-24,2017-01-30,1
20170117,KS,35.26,64.74,26.03,6.68,0.00,0.00,2017-01-17,2017-01-23,1
20170110,KS,17.31,82.69,42.27,13.58,0.00,0.00,2017-01-10,2017-01-16,1
20170103,KS,17.31,82.69,30.71,13.58,0.00,0.00,2017-01-03,2017-01-09,1
20161227,KS,17.31,82.69,30.71,13.58,0.00,0.00,2016-12-27,2017-01-02,1
20171226,KY,97.50,2.50,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,KY,44.59,55.41,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,KY,67.60,32.40,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,KY,99.94,0.06,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,KY,99.57,0.43,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,KY,99.39,0.61,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,KY,99.39,0.61,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,KY,95.85,4.15,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,KY,95.86,4.14,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,KY,93.58,6.42,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,KY,99.40,0.60,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,KY,99.60,0.40,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,KY,99.60,0.40,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,KY,99.82,0.18,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,KY,99.82,0.18,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,KY,99.31,0.69,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,KY,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,KY,97.24,2.76,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,KY,90.45,9.55,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,KY,90.45,9.55,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,KY,90.89,9.11,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,KY,90.89,9.11,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,KY,90.29,9.71,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,KY,90.29,9.71,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
