Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,COTTON,"COTTON - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,"515,200",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"325,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,586,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HOGS,"HOGS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"60,218,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,LETTUCE,"LETTUCE, HEAD - ACRES PLANTED",TOTAL,NOT SPECIFIED,"39,500",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,LETTUCE,"LETTUCE, HEAD - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"12,348,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,MELONS,"MELONS, CANTALOUP - ACRES PLANTED",TOTAL,NOT SPECIFIED,"16,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,MELONS,"MELONS, CANTALOUP - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"3,532,500",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,MOHAIR,"MOHAIR, ANGORA - CLIPPED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"27,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,MOHAIR,"MOHAIR, ANGORA - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"105,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,RED MEAT,"RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"455,700,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,SHEEP,"SHEEP - LAMB CROP, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"41,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,SPINACH,SPINACH - ACRES PLANTED,TOTAL,NOT SPECIFIED,"12,300",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,SPINACH,"SPINACH - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"1,830,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"115,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,589,000",
SURVEY,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,WOOL,"WOOL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"610,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,CATTLE,"CATTLE - CALF CROP, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"790,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"620,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"108,885,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,COTTON,COTTON - ACRES PLANTED,TOTAL,NOT SPECIFIED,"445,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,COTTON,"COTTON - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,"1,074,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,293,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,591,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,HOGS,"HOGS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"69,193,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,OATS,OATS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"11,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"680,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,PEANUTS,PEANUTS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"30,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,RED MEAT,"RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,000,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,RICE,RICE - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,161,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,RICE,"RICE - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"82,644,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,SORGHUM,SORGHUM - ACRES PLANTED,TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"546,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,530,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"178,500,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,SWEET POTATOES,SWEET POTATOES - ACRES PLANTED,TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,SWEET POTATOES,"SWEET POTATOES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"200,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,500,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,ARTICHOKES,ARTICHOKES - ACRES PLANTED,TOTAL,NOT SPECIFIED,"7,200",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,ARTICHOKES,"ARTICHOKES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"936,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,ASPARAGUS,ASPARAGUS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"8,300",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,ASPARAGUS,"ASPARAGUS - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"200,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BARLEY,BARLEY - ACRES PLANTED,TOTAL,NOT SPECIFIED,"75,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,450,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK - ACRES PLANTED",TOTAL,NOT SPECIFIED,200,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"5,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACKEYE - ACRES PLANTED",TOTAL,NOT SPECIFIED,"8,600",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACKEYE - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"180,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, CRANBERRY - ACRES PLANTED",TOTAL,NOT SPECIFIED,400,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, CRANBERRY - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES PLANTED",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, GREAT NORTHERN - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,0,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",TOTAL,NOT SPECIFIED,"50,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"1,045,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY - ACRES PLANTED",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIMA, BABY - ACRES PLANTED",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIMA, BABY - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"177,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIMA, LARGE - ACRES PLANTED",TOTAL,NOT SPECIFIED,"12,100",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIMA, LARGE - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"251,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, NAVY - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,0,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER - ACRES PLANTED",TOTAL,NOT SPECIFIED,"4,300",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"86,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINK - ACRES PLANTED",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINK - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,0,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, SMALL, RED - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,0,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, SMALL, WHITE - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,0,
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, GREEN, LIMA - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, GREEN, LIMA - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"60,900",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, SNAP - ACRES PLANTED",TOTAL,NOT SPECIFIED,"7,700",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BEANS,"BEANS, SNAP - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"798,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BROCCOLI,BROCCOLI - ACRES PLANTED,TOTAL,NOT SPECIFIED,"120,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,BROCCOLI,"BROCCOLI - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"19,040,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CABBAGE,CABBAGE - ACRES PLANTED,TOTAL,NOT SPECIFIED,"14,900",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CABBAGE,"CABBAGE - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"5,510,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CARROTS,CARROTS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"62,500",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CARROTS,"CARROTS - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"21,645,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CATTLE,"CATTLE - CALF CROP, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,880,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CAULIFLOWER,CAULIFLOWER - ACRES PLANTED,TOTAL,NOT SPECIFIED,"40,900",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CAULIFLOWER,"CAULIFLOWER - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"8,020,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CELERY,CELERY - ACRES PLANTED,TOTAL,NOT SPECIFIED,"30,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CELERY,"CELERY - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"14,850,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHICKPEAS,CHICKPEAS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"15,400",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHICKPEAS,"CHICKPEAS - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"326,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"430,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,360,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,COTTON,COTTON - ACRES PLANTED,TOTAL,NOT SPECIFIED,"304,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,COTTON,"COTTON - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,"865,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CUCUMBERS,CUCUMBERS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"8,200",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CUCUMBERS,"CUCUMBERS - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"1,435,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,GARLIC,GARLIC - ACRES PLANTED,TOTAL,NOT SPECIFIED,"33,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,GARLIC,"GARLIC - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"5,115,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,140,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"6,388,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HAY & HAYLAGE,HAY & HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,360,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"8,052,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HOGS,"HOGS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"35,322,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,LETTUCE,"LETTUCE, HEAD - ACRES PLANTED",TOTAL,NOT SPECIFIED,"102,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,LETTUCE,"LETTUCE, HEAD - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"37,047,500",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MELONS,"MELONS, CANTALOUP - ACRES PLANTED",TOTAL,NOT SPECIFIED,"35,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MELONS,"MELONS, CANTALOUP - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"9,432,500",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,MINT,"MINT, PEPPERMINT, OIL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,500",
